,nsites,nelements,volume,density,density_atomic,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,equilibrium_reaction_energy_per_atom,band_gap,efermi,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,k_voigt,k_reuss,k_vrh,g_voigt,g_reuss,g_vrh,universal_anisotropy,homogeneous_poisson
mp-867840,4,3,48.37318646515999,9.291409624633921,12.093296616289997,-7.0607168225,-7.0607168225,-0.32620436875000003,0.0,-0.0003714999999999691,0.0,5.87537702,4.1952038,0.08672581044503917,4.1952038,3,2,210.27605300139192,210.27605300132893,210.27605300136042,90.46760722474376,88.48984492735188,89.47872607604782,0.11175080592698894,0.3136654085999179
mp-866375,4,3,47.18664242767824,8.1712147720253,11.79666060691956,-7.844281295,-7.844281295,-0.4796407220833334,0.0,-0.0736398850000004,0.1708999999999996,7.16593483,0.0,0.0,0.0,0,0,214.58812943536972,214.5881294353697,214.5881294353697,126.77277070743007,126.77084762721331,126.77180916732169,7.584867707155496e-05,0.25321378233169967
mp-5478,16,3,223.06290854585922,8.749107397040602,13.941431784116201,-5.312587845625,-5.656087845625,-0.9449574179166662,0.0,-0.09873367201388827,1.0564999999999998,3.54000838,0.0,0.0,0.0,0,0,140.67341562645387,140.67341562645385,140.67341562645385,37.28103813225264,36.95477140591454,37.117904769083594,0.044144059606586517,0.3787361560921727
mp-568880,4,3,77.19973075465303,8.960141957705087,19.299932688663258,-5.7133244825,-5.7133244825,-0.8188448666666668,0.0,-0.037793276388890185,0.0,6.14387217,1.7e-06,2.2020802189100078e-08,1.7e-06,0,0,102.42802730403564,102.42802730403557,102.4280273040356,28.701339173742433,26.01065158036965,27.35599537705604,0.5172280258068316,0.3773787246345675
mp-866213,4,3,59.627527049516246,9.463125950797316,14.906881762379061,-10.2119065225,-10.2119065225,-0.346301518333334,0.0,-0.09801821875000094,0.0,8.29190723,1e-07,1.6770777684098387e-09,1e-07,0,0,248.34049679806634,248.3404967980663,248.34049679806634,118.88735199405671,113.77107064800326,116.32921132102999,0.22484983734937014,0.2974183841331166
mp-862374,4,3,69.05647272839997,10.581944568377418,17.264118182099992,-3.981800385,-3.981800385,-0.47321610749999987,0.0,-0.02044940999999989,0.0,5.83390608,4e-07,5.792360718642629e-09,4e-07,0,0,113.01248488327046,113.01248488327039,113.01248488327042,36.90238577575089,11.0685738895559,23.985479832653397,11.669891778276558,0.4008927086100727
mp-865131,4,3,68.32259530584457,15.800661270545207,17.080648826461143,-10.41569051,-10.41569051,-0.7891771700000003,0.0,-0.005574217499999534,0.0,6.41382021,2.3e-06,3.366382658188117e-08,2.3e-06,0,0,201.66100072249566,201.66100072249571,201.6610007224957,55.29864694361677,36.71431865689516,46.00648280025597,2.5309373790096696,0.3939925670169566
mp-865178,4,3,68.9610805543793,15.702214466080632,17.240270138594823,-9.9450290275,-9.9450290275,-0.9157489999999999,0.0,-0.01255971750000029,0.0,6.8564159,2e-07,2.9001865746910665e-09,2e-07,0,0,193.0921062287419,193.09210622874144,193.09210622874167,35.191341746141475,-3.1847236932120424,16.003309026464716,-60.25022754901581,0.459674474948968
mp-861625,4,3,60.75524403272618,7.873867175950649,15.188811008181546,-2.402207895,-2.402207895,-0.19376327416666683,0.0,-0.03810926458333297,0.0,2.62516113,5e-07,8.229742270982764e-09,5e-07,0,0,63.32387103818961,63.32387103818975,63.32387103818968,28.870063800117695,9.50905647167359,19.189560135895643,10.180298847797552,0.36238201021479727
mp-3623,4,3,45.30800789469671,7.3221584778691575,11.327001973674177,-7.150253015,-7.150253015,-0.36919633698275867,0.0,-0.050529332500000024,0.0,6.61087155,4.1265224,0.09107710958271922,4.1265224,3,2,191.796037740754,191.796037740754,191.796037740754,114.09755561386497,93.95913594023999,104.02834577705248,1.0716584115052656,0.27032861568380673
mp-863727,4,3,53.48724108970368,8.091051663562684,13.37181027242592,-6.777465045,-6.777465045,-0.6442073891666666,0.0,-0.095452449722222,0.0,5.30763662,6.8e-06,1.2713312299274683e-07,6.8e-06,0,0,153.95614874536642,153.95614874536642,153.95614874536642,61.96706019993266,61.84476590097593,61.905913050454295,0.009887198793229857,0.3227120745235279
mp-867828,4,3,54.75922389918376,9.220384891955057,13.68980597479594,-8.37327048,-8.37327048,-0.2758897337500006,0.0,-0.0512896774999998,0.0,6.57526963,0.0003772,6.888337217752689e-06,0.0003772,0,0,230.69749995295058,230.69749995295058,230.69749995295058,71.36481543174423,71.33510517452044,71.34996030313233,0.002082442939637552,0.35981269573087354
